"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110"
"760",333,22,15,4,3,43,13,227,3,257,16,13,17,61,1,95,2,81,7,12,99,7,6,6,3,10,6,31,11,11,18,3,81,750,103,1,84,7,1,7,26,8,14,9,3,3,2,8,5,191,5,54,39,191,24,2,4,2,194,4,8,14,58,248,7,1,4,9,24,21,10,4,10,40,4,3,402,4,4,10,14,0,14,8,6,10,3,9,130,3,3,3,8,15,50,7,16,384,10,6,8,43,6,13,10,4,16,43,2,13
"761",313,31,18,5,5,35,6,220,8,216,15,5,19,64,4,108,5,85,4,16,110,2,7,13,5,7,3,34,10,12,19,3,109,744,97,2,69,13,1,14,42,15,17,21,3,4,4,7,7,224,5,59,38,208,16,2,1,7,187,4,13,5,55,205,3,8,5,12,25,31,3,4,12,26,7,5,405,3,7,16,11,3,48,8,4,14,8,3,131,4,5,4,2,14,31,18,11,315,22,3,5,55,16,6,13,4,14,25,8,18
"762",344,11,25,4,2,53,19,191,2,210,14,3,21,62,8,79,5,61,5,22,120,8,3,3,3,10,3,25,20,12,27,5,80,769,110,5,67,4,5,6,24,8,20,5,6,4,6,10,2,201,3,45,42,186,19,1,2,1,220,4,12,1,76,245,6,2,8,12,44,20,13,10,5,35,2,3,426,1,8,1,19,13,30,15,6,5,5,7,102,4,6,6,6,16,47,5,20,348,27,6,7,46,10,3,4,2,13,19,13,25
"763",333,15,25,10,8,46,5,195,4,209,10,3,11,45,14,90,4,67,4,10,112,9,1,4,8,8,7,50,16,13,18,2,90,774,79,0,92,8,4,8,38,20,12,7,11,13,3,9,2,175,5,44,25,236,15,6,3,1,203,2,4,7,35,240,21,1,13,3,21,24,7,3,5,39,7,1,422,8,14,7,11,1,36,15,2,7,6,2,144,7,1,4,12,19,44,9,4,387,16,5,9,34,6,3,17,5,21,21,11,18
"764",293,25,22,5,5,57,11,235,6,233,4,11,17,99,8,93,3,61,2,14,125,3,6,13,6,20,0,47,15,5,29,2,60,768,112,5,74,11,5,1,30,17,16,9,7,8,1,12,7,160,6,68,29,184,14,3,6,5,176,1,13,8,39,255,5,7,11,8,26,21,7,7,13,38,5,2,449,0,13,3,12,4,30,10,3,14,6,2,133,5,0,7,3,6,39,6,8,321,14,12,8,48,5,2,14,5,13,23,8,39
"765",325,24,21,1,3,42,7,202,0,203,28,3,19,69,6,80,1,84,2,15,103,3,8,3,5,10,13,25,7,12,13,6,65,804,96,7,91,5,0,8,33,12,13,12,6,2,5,14,1,194,0,59,36,194,18,2,1,5,223,1,8,7,45,246,6,5,17,7,35,23,8,5,6,19,5,1,425,3,2,2,7,5,31,8,2,8,1,9,128,1,2,11,7,17,46,17,11,367,17,8,3,49,9,9,8,9,35,13,9,28
"766",340,17,20,0,5,54,17,209,4,219,9,12,25,89,0,92,4,50,7,13,119,2,15,6,0,21,0,39,6,6,19,4,68,713,123,4,79,10,2,5,29,33,6,15,6,13,0,9,4,197,6,47,22,233,29,2,5,5,172,2,15,2,59,219,11,5,8,4,33,19,11,4,10,15,15,10,448,3,3,5,3,7,31,5,3,10,8,4,142,11,9,10,5,16,40,9,12,318,26,1,6,40,11,3,21,6,32,18,8,24
"767",281,24,19,0,2,48,13,220,3,233,8,1,16,89,0,82,3,55,12,9,92,3,6,2,5,19,3,29,18,9,28,8,77,726,116,15,78,4,1,6,46,13,13,5,7,13,1,16,9,197,1,49,18,193,23,2,8,2,185,4,18,4,39,252,8,4,1,5,35,29,13,8,10,34,9,10,450,2,7,10,11,3,45,2,0,11,11,8,156,1,1,3,6,28,35,9,20,357,11,2,2,47,8,13,12,2,28,18,3,31
"768",329,25,24,4,6,77,11,194,2,182,6,2,12,69,2,64,3,58,4,17,100,5,6,5,9,8,4,41,17,5,36,10,80,749,116,2,71,5,3,9,22,8,14,6,3,5,6,5,6,215,4,63,42,229,19,5,5,3,202,3,14,4,56,254,7,0,12,6,15,25,11,8,9,34,11,3,411,6,14,5,9,3,59,7,7,13,5,1,124,1,2,5,3,21,43,10,13,364,11,12,8,27,13,4,14,21,24,15,9,10
"769",332,40,29,6,9,54,20,207,3,201,6,6,27,71,1,91,3,59,2,19,105,18,4,9,3,19,6,38,8,12,27,18,111,736,98,4,72,14,4,4,23,14,15,6,3,8,6,10,4,171,6,75,33,187,22,3,2,6,209,2,5,15,54,232,7,6,3,5,30,32,12,4,7,36,17,13,398,4,12,5,9,4,27,12,2,12,6,2,142,4,9,1,4,9,39,14,13,304,8,3,3,63,13,6,16,6,19,19,11,22
"770",296,40,18,5,7,52,9,213,7,257,18,7,13,71,7,84,0,77,4,25,89,0,12,3,3,18,2,44,15,13,20,6,109,740,78,5,73,1,2,6,32,15,11,13,3,8,2,12,4,189,3,59,36,240,9,4,6,4,173,7,10,2,51,240,16,10,13,7,15,33,16,12,12,46,11,4,409,5,10,14,15,12,29,3,10,7,6,18,115,4,1,10,6,5,39,17,10,301,17,7,7,35,9,5,16,5,19,17,14,26
"771",328,30,14,3,3,55,11,235,11,242,12,6,24,72,4,94,9,64,1,11,92,5,3,12,5,20,0,34,13,8,20,3,103,727,82,4,63,5,9,8,37,14,12,6,3,3,1,6,4,158,5,53,39,201,17,2,0,0,192,10,6,8,43,220,4,2,5,6,17,18,8,5,8,40,21,13,470,2,14,4,11,13,33,19,2,14,4,8,140,1,3,6,5,15,56,8,10,346,17,5,10,59,17,4,18,2,11,15,5,21
"772",376,18,5,0,4,59,4,163,2,228,9,6,6,91,5,81,1,58,4,14,99,4,2,7,7,21,3,27,10,7,19,3,88,779,100,3,78,10,1,7,26,12,19,8,5,9,1,10,4,187,5,50,43,192,30,3,4,0,188,5,22,7,28,252,5,0,11,3,35,19,17,3,12,28,5,1,442,2,16,14,12,1,39,14,9,12,6,2,149,14,1,10,13,15,39,22,2,345,17,7,2,42,14,5,20,1,15,14,3,23
"773",298,17,26,3,3,80,9,205,6,235,15,2,18,95,0,119,9,62,6,18,110,7,9,8,2,23,8,43,13,8,33,8,107,718,70,7,61,4,5,6,23,4,16,17,4,7,6,3,4,185,3,76,26,195,12,1,8,12,242,2,19,3,62,207,5,0,11,6,30,25,5,6,17,20,9,1,406,5,8,3,13,0,37,10,3,5,13,5,131,5,13,9,10,12,36,7,3,361,13,0,7,35,6,7,18,4,15,21,2,29
"774",335,9,13,0,1,49,8,184,9,230,17,6,24,105,8,71,1,37,3,16,78,8,7,6,4,11,0,36,16,7,20,5,78,784,85,2,106,6,5,4,31,14,15,7,6,4,3,3,4,173,10,75,33,201,10,13,5,4,169,1,12,6,42,246,2,8,8,7,39,18,16,11,18,36,1,1,457,4,10,4,10,2,34,8,9,5,0,7,149,13,12,1,9,6,45,7,7,380,13,6,0,42,8,1,13,8,20,29,11,24
"775",321,18,21,4,3,68,11,189,7,202,11,5,19,67,7,72,5,37,3,11,112,7,5,12,1,14,4,21,14,10,37,1,67,732,97,7,72,10,11,5,43,16,15,15,1,6,11,7,7,184,2,67,51,228,13,3,16,8,226,4,6,10,47,197,1,7,3,10,42,31,5,6,8,50,5,11,483,4,16,6,11,2,25,11,12,11,5,3,145,2,1,3,3,26,52,16,4,301,16,4,10,32,18,3,7,4,21,23,7,31
"776",307,24,16,5,5,41,14,228,13,209,10,5,28,90,5,78,0,58,4,13,118,18,8,3,12,15,8,40,22,13,20,9,80,774,100,6,84,7,1,12,37,17,13,13,7,6,3,8,1,183,6,66,15,233,10,1,1,6,203,6,11,7,34,232,11,0,8,12,28,22,13,2,4,38,7,2,375,8,9,6,16,1,43,10,2,1,4,6,118,4,4,6,14,17,43,15,2,362,17,7,3,49,10,6,8,4,21,6,7,27
"777",272,28,16,6,3,57,9,221,6,205,14,2,9,64,12,100,6,58,3,13,118,5,2,10,5,24,3,40,11,13,24,6,84,754,107,3,70,13,7,4,48,17,13,7,3,8,1,11,2,173,10,48,27,200,26,1,7,1,210,10,3,7,66,232,8,4,8,10,24,15,10,1,11,32,7,6,422,8,14,3,4,4,30,16,3,8,15,8,128,13,4,3,24,12,39,8,9,366,17,1,11,53,5,6,13,0,27,26,3,23
"778",326,24,17,5,0,61,12,195,2,259,18,10,19,88,3,96,4,59,1,15,117,7,13,3,9,15,1,50,13,7,13,11,90,691,93,11,74,1,4,10,27,18,6,9,2,9,9,8,1,221,0,47,20,229,27,4,5,6,195,1,11,6,43,211,10,4,2,7,33,26,11,2,4,34,8,5,481,10,7,5,4,4,26,12,7,11,4,5,111,8,3,11,9,20,30,10,5,351,22,7,1,44,6,3,9,2,23,7,6,28
"779",366,12,13,2,1,58,7,197,1,221,11,3,22,102,4,123,11,43,18,23,95,3,5,0,1,14,1,38,7,15,15,3,74,770,93,3,66,8,3,5,33,12,23,8,6,5,2,3,9,212,14,88,41,189,14,5,2,9,224,5,8,4,39,184,12,3,8,15,25,21,10,5,12,33,10,0,477,5,9,3,11,3,33,7,3,12,6,2,105,1,2,3,12,23,41,13,7,321,9,8,6,37,11,4,17,9,11,13,11,15
"780",306,24,19,6,4,50,14,203,0,231,11,1,17,82,4,111,0,46,2,9,98,3,7,8,4,16,3,46,6,8,21,8,98,795,110,7,88,22,2,7,32,8,21,9,4,7,3,3,7,192,3,81,21,155,17,0,3,8,192,2,18,2,70,250,12,2,5,5,36,30,3,4,8,46,7,6,390,6,5,4,18,4,22,7,10,6,6,0,101,1,12,4,4,19,33,23,7,362,15,11,9,29,2,5,12,8,24,21,20,31
"781",266,20,17,1,9,45,17,217,0,210,10,7,11,80,2,93,2,66,2,15,129,5,12,15,2,23,1,27,19,13,17,7,77,710,111,8,72,9,0,3,47,4,20,5,2,11,6,5,4,196,6,65,31,222,33,8,6,5,179,2,7,7,61,231,6,1,6,22,41,33,10,13,3,44,9,1,460,4,16,4,14,13,38,13,9,7,6,3,108,1,6,3,8,16,52,11,4,344,12,13,3,34,13,7,20,8,22,6,3,17
"782",287,23,7,8,4,47,9,229,2,245,15,6,13,111,3,83,3,43,2,19,118,4,1,8,5,19,4,33,9,4,20,3,91,681,84,2,86,16,2,4,41,21,17,7,8,5,12,6,6,183,10,63,27,224,17,5,9,8,207,2,6,7,21,263,2,2,9,11,24,32,5,6,6,40,14,0,493,5,11,8,6,1,35,8,2,9,17,6,142,7,11,16,3,11,42,14,10,287,21,12,4,45,3,4,11,1,29,15,8,24
"783",312,24,22,1,6,48,22,191,0,221,17,8,23,89,3,70,4,73,2,12,98,1,2,7,9,9,0,39,15,9,25,8,92,775,100,1,81,2,8,8,24,5,10,8,2,2,9,9,12,219,11,48,23,193,23,13,4,3,187,3,17,5,46,238,4,5,8,12,22,41,2,5,6,26,5,4,439,1,14,6,7,1,42,16,14,7,25,1,130,1,4,5,9,16,38,15,3,341,25,3,7,38,8,3,20,6,21,14,5,24
"784",323,18,11,2,3,49,8,232,5,209,9,13,23,80,4,109,7,59,9,10,95,10,4,5,8,13,5,35,11,7,41,9,103,801,98,6,89,8,1,4,34,12,24,6,2,1,2,9,3,188,7,48,26,181,21,7,5,3,190,5,13,6,44,210,7,3,12,7,37,32,10,12,4,24,10,3,424,0,5,8,10,12,32,9,7,25,10,2,119,4,3,5,8,13,42,11,4,350,17,5,0,55,8,2,5,3,17,13,6,22
"785",321,24,15,1,0,43,7,212,7,208,21,7,19,62,6,77,13,47,0,8,89,5,7,6,7,13,5,35,6,9,24,10,79,756,84,2,93,9,7,0,38,9,6,14,11,5,0,3,10,166,5,62,44,184,20,12,7,4,235,1,14,6,49,251,10,0,5,20,16,20,13,14,9,38,8,2,424,2,8,9,16,6,42,27,4,11,5,2,124,4,3,19,5,14,31,12,11,361,27,8,9,44,12,2,13,5,30,20,7,28
"786",313,10,9,2,2,61,10,252,4,225,11,12,15,86,2,101,6,60,2,19,112,8,14,5,6,22,12,37,11,15,20,3,92,691,91,7,83,3,7,6,33,10,24,5,2,3,0,3,4,195,5,44,25,199,22,2,1,3,202,0,9,1,44,250,6,6,6,7,26,16,13,1,4,31,2,3,447,2,10,9,13,0,44,14,8,15,17,1,129,5,3,13,4,17,32,14,17,355,30,3,9,34,7,5,18,3,16,25,5,22
"787",283,25,28,3,3,54,20,187,13,229,8,5,23,78,20,85,7,71,9,19,124,4,8,9,2,14,3,39,10,14,11,8,94,725,90,3,94,10,5,3,36,11,21,8,3,3,2,11,7,194,5,59,32,216,22,3,6,1,202,1,6,5,36,199,9,3,2,7,28,14,12,3,14,43,4,5,448,3,4,5,8,4,42,10,10,7,5,4,116,3,8,2,8,22,52,3,14,379,17,6,7,42,8,5,17,4,17,18,8,21
"788",262,18,16,6,0,43,8,198,2,248,9,8,23,60,9,112,5,59,4,15,102,4,2,7,2,7,3,41,3,14,36,7,88,755,71,6,64,13,2,4,54,14,21,4,5,5,3,12,5,208,6,68,41,200,21,3,4,3,206,4,7,8,35,219,3,1,2,5,34,36,16,5,11,26,12,8,487,0,21,10,10,3,26,12,6,14,5,1,114,6,2,8,8,22,50,13,17,332,22,5,3,41,7,11,27,4,12,14,5,31
"789",302,29,25,3,9,45,10,207,8,217,11,6,21,101,3,85,6,58,6,10,108,22,5,4,2,9,2,35,13,6,26,2,88,767,95,2,75,10,6,10,42,20,22,7,4,3,3,7,9,185,5,67,40,226,12,5,5,7,245,13,6,9,57,246,9,2,9,6,19,19,12,6,6,32,3,1,415,10,5,6,4,1,35,6,2,20,4,5,109,10,1,3,4,16,32,7,12,305,15,6,4,37,2,4,14,7,15,32,8,26
"790",333,19,16,4,3,48,23,197,4,224,11,2,15,73,4,75,2,67,4,14,128,9,3,14,3,19,5,44,14,3,12,2,60,786,77,1,92,8,4,2,34,13,19,12,16,10,3,15,6,155,1,40,29,203,13,1,8,14,218,0,19,6,60,241,4,4,5,9,34,17,5,8,10,26,11,7,402,2,6,7,6,3,62,15,4,21,5,4,126,3,9,13,11,19,46,8,10,337,21,5,6,35,7,7,8,4,37,23,9,19
"791",289,12,7,3,12,61,7,230,5,223,14,4,29,75,7,73,6,57,5,21,103,4,0,3,6,9,1,28,9,10,21,1,93,764,96,4,95,10,3,3,19,16,10,14,11,14,4,14,8,176,7,67,43,183,24,3,9,3,205,6,10,4,26,261,8,1,3,10,26,17,7,7,13,38,4,6,404,5,20,5,15,4,36,8,3,8,9,3,132,7,2,5,7,14,69,17,14,342,21,6,5,50,12,7,26,7,14,22,4,17
"792",327,15,12,6,8,69,13,201,8,255,13,5,20,68,2,80,3,53,3,14,95,11,6,2,1,11,3,28,9,9,17,1,110,779,118,1,104,3,0,3,26,7,17,2,2,4,7,15,7,190,9,42,32,183,17,1,4,8,209,4,6,0,40,236,1,3,9,13,41,17,12,3,6,39,3,1,450,3,6,10,17,1,52,14,4,10,9,4,128,11,8,9,6,10,45,7,7,354,13,9,3,31,14,1,14,6,10,21,1,10
"793",267,25,27,5,3,52,7,239,0,221,18,18,19,101,5,70,8,64,0,21,112,4,6,6,1,5,3,35,18,14,21,6,98,786,83,6,88,9,5,6,33,5,7,6,7,4,5,16,8,180,4,54,26,161,13,1,15,12,211,1,13,2,50,243,8,10,9,5,15,32,16,7,6,49,7,2,483,2,3,7,10,5,39,14,5,8,3,3,124,8,7,9,10,18,37,16,12,299,22,8,9,29,4,7,10,1,11,28,4,20
"794",319,17,17,3,4,53,16,221,3,220,18,11,11,88,4,78,8,53,0,17,94,7,3,9,9,16,0,25,11,16,13,0,92,768,98,4,74,10,2,4,18,12,10,0,10,9,6,13,3,185,9,69,29,220,24,8,8,7,227,3,7,3,49,282,4,2,9,7,29,28,10,4,9,27,11,2,458,5,9,4,9,4,51,12,5,17,9,6,115,4,4,2,7,13,36,16,17,284,9,5,5,32,12,0,19,4,18,15,9,16
"795",298,27,24,1,2,37,6,223,2,245,8,4,21,97,2,105,10,45,5,9,112,4,4,5,4,8,1,33,12,10,25,2,76,803,94,1,83,3,3,2,37,7,29,5,1,2,2,15,8,193,3,44,32,197,30,6,2,13,199,0,7,9,37,240,15,2,5,10,21,16,4,3,9,31,9,4,428,0,8,8,15,1,40,13,1,11,5,1,119,8,4,10,6,19,37,17,10,357,17,12,1,22,9,10,18,17,26,26,4,17
"796",357,23,34,3,1,42,14,213,0,208,22,6,13,64,8,89,6,46,7,14,100,1,3,7,0,6,8,31,21,6,31,11,107,757,84,3,79,11,10,6,24,10,13,6,1,4,3,8,3,202,3,53,39,186,21,10,5,1,206,11,8,13,50,218,4,4,8,5,22,19,13,8,14,58,13,2,391,5,11,6,9,5,34,7,0,12,12,5,121,5,12,5,5,3,46,14,7,324,22,6,9,54,3,10,19,5,29,16,15,53
"797",319,35,13,0,0,54,15,242,9,230,18,5,23,92,4,73,5,46,7,10,125,8,8,4,8,18,7,36,21,10,22,1,82,825,99,3,54,8,10,3,39,12,7,13,5,4,3,8,6,146,8,58,31,173,10,2,8,13,205,0,9,4,49,215,8,7,21,10,49,25,18,10,9,26,18,2,422,1,6,3,7,4,46,11,6,5,5,7,117,4,2,1,8,11,51,14,7,333,24,8,4,38,4,2,5,1,17,13,6,24
"798",336,33,15,1,2,52,12,236,5,222,10,6,32,72,5,92,10,46,5,15,130,5,12,4,6,24,5,19,16,12,16,3,96,720,101,3,103,12,2,13,29,11,16,9,1,6,0,6,0,211,5,50,30,222,20,0,2,3,183,3,7,4,51,229,5,2,9,4,11,27,14,4,10,46,6,11,409,4,10,5,4,2,35,7,3,7,6,6,120,8,6,0,15,16,50,11,18,343,14,8,1,51,8,5,9,1,16,20,2,24
"799",347,18,14,6,5,39,20,207,10,198,16,4,23,91,0,67,2,46,0,13,144,7,3,4,9,23,3,36,12,15,22,1,100,852,89,3,71,8,5,5,40,8,21,10,4,7,0,8,4,192,3,37,30,221,19,4,2,3,184,0,12,2,50,223,4,1,4,10,27,27,11,9,3,29,22,3,414,6,3,13,13,1,32,4,14,7,2,7,161,13,10,5,5,18,40,14,6,262,15,6,7,40,11,2,3,4,22,29,5,34
"800",337,20,22,5,3,55,16,195,4,203,12,5,20,69,8,90,8,53,7,25,115,2,6,2,11,15,3,42,14,16,21,9,67,739,106,3,86,14,3,8,17,9,13,7,8,7,8,8,0,191,7,54,37,173,16,3,6,6,196,6,18,8,53,196,6,4,11,10,28,29,7,5,10,35,15,4,416,6,9,11,6,1,37,13,4,13,5,2,130,9,7,6,13,10,42,20,2,383,16,9,5,43,13,2,32,13,23,16,12,21
"801",295,29,29,7,2,55,11,201,2,233,10,3,11,87,1,108,8,58,0,20,97,10,4,8,6,13,4,34,10,17,27,8,102,750,90,11,76,12,5,15,30,9,12,11,5,4,4,10,0,206,3,76,27,202,21,4,7,1,211,4,4,2,42,203,5,2,9,4,30,38,4,8,8,39,20,5,434,4,6,17,23,1,34,17,9,9,5,2,112,2,3,2,3,14,42,10,4,293,19,8,7,44,4,7,16,5,33,25,16,31
"802",350,27,21,0,3,61,12,219,2,245,8,5,26,73,4,93,6,58,1,19,102,3,9,13,6,13,2,26,18,9,17,4,96,724,111,5,62,4,3,16,41,15,20,14,1,3,1,5,6,165,1,81,51,219,24,1,2,0,177,4,12,6,48,205,2,2,9,7,19,26,4,4,1,48,9,0,448,2,4,6,9,0,30,16,13,14,6,3,144,13,1,8,7,7,37,19,7,336,18,4,9,24,8,2,14,7,18,31,7,19
"803",342,40,16,0,4,57,13,213,3,205,6,10,14,88,2,88,3,44,2,19,105,5,2,5,4,16,4,34,11,9,23,6,91,790,60,10,77,4,1,17,43,8,12,7,0,14,6,8,6,171,3,56,41,212,30,0,12,12,170,0,8,3,46,254,6,3,5,9,24,28,1,3,10,29,11,7,410,1,4,6,12,5,36,9,4,18,9,2,160,9,6,7,6,12,39,12,13,351,21,3,6,53,14,6,9,1,19,17,3,16
"804",323,23,17,4,10,41,15,188,5,264,13,12,13,107,13,98,0,50,7,18,125,1,2,1,3,20,3,29,16,4,30,3,79,749,89,7,94,8,3,13,26,16,8,6,9,13,9,12,2,184,3,61,29,215,33,4,9,1,176,0,4,2,35,265,5,5,7,9,19,25,7,2,10,27,7,3,413,4,20,6,9,1,40,3,9,7,1,6,114,2,3,4,5,29,35,14,22,323,29,6,5,38,20,1,11,8,13,17,8,26
"805",328,19,21,6,4,68,12,220,4,230,7,8,19,98,13,71,7,56,2,11,113,5,11,4,6,16,2,33,21,12,20,5,79,765,84,5,77,13,1,9,34,13,7,7,2,0,4,11,2,192,3,46,35,157,21,3,2,5,254,5,12,3,63,223,13,0,10,7,35,23,11,3,6,27,5,2,395,4,12,7,10,2,46,9,1,15,6,3,113,3,1,3,7,18,41,17,11,371,24,6,7,38,2,4,12,3,19,24,18,17
"806",331,22,16,2,6,54,12,185,1,222,8,6,24,73,1,93,4,34,5,10,106,4,6,7,10,17,1,51,6,3,25,6,69,797,98,3,81,7,4,6,30,10,15,8,5,6,6,11,4,206,1,44,48,206,27,2,2,2,208,3,13,6,67,239,3,2,6,13,31,32,4,5,9,35,8,5,462,8,7,2,9,3,29,5,9,10,5,3,124,6,7,3,6,16,50,12,10,304,16,14,2,44,5,4,7,4,16,16,10,34
"807",315,21,17,3,4,44,12,184,9,243,14,10,18,72,13,88,4,53,7,26,70,16,2,5,9,9,6,38,23,23,24,6,82,787,100,4,71,7,6,3,27,16,15,12,7,0,10,8,3,197,3,51,46,214,30,0,7,8,166,4,19,3,50,242,4,7,9,10,35,25,3,3,3,21,14,1,415,3,10,8,10,2,31,2,8,9,11,5,133,1,2,3,6,26,38,9,8,340,19,8,4,56,8,7,8,0,32,20,3,34
"808",338,24,16,1,3,47,16,177,6,207,14,14,15,63,9,99,2,50,3,9,109,6,6,4,2,19,3,43,11,12,29,5,89,756,92,4,98,6,5,7,31,10,11,6,14,3,2,14,5,194,11,82,31,189,24,6,6,2,216,6,18,7,44,245,1,2,6,11,25,39,18,11,9,39,3,1,402,6,9,1,11,8,48,11,8,10,8,2,140,4,2,2,11,15,31,14,2,338,17,12,4,41,4,1,20,6,15,13,8,15
"809",320,22,21,4,2,40,7,216,1,253,20,1,30,74,5,103,2,55,5,8,97,8,5,7,5,12,3,58,23,3,8,6,101,755,87,2,77,7,5,7,28,10,15,4,10,4,3,10,7,178,6,50,33,215,19,2,1,4,191,1,9,2,50,223,4,3,25,10,38,22,4,5,4,36,12,10,430,1,20,4,7,3,41,11,0,8,9,3,105,3,5,5,5,15,35,9,8,377,19,7,6,33,9,4,22,4,19,22,11,27
"810",335,21,15,3,3,60,17,223,2,249,16,16,17,77,13,107,10,60,3,14,86,8,6,16,7,19,7,26,9,5,20,5,83,686,104,0,72,7,3,0,15,16,17,13,14,12,3,14,5,199,6,63,42,212,19,8,4,11,215,2,9,12,62,184,3,1,10,8,26,12,13,0,3,26,9,3,424,1,16,4,10,4,35,15,6,9,14,0,125,1,4,4,12,11,32,15,14,355,13,15,5,39,5,5,26,2,27,23,8,20
"811",294,33,14,8,0,59,11,203,7,253,3,0,22,93,7,75,6,84,4,20,130,0,9,5,1,17,6,28,10,14,18,4,70,793,84,1,85,10,3,4,30,8,2,17,3,11,4,12,10,166,5,64,35,159,34,2,15,5,212,1,5,1,57,220,3,9,5,8,25,15,9,4,5,40,3,0,431,2,7,9,9,8,55,10,3,6,7,4,147,2,2,3,7,15,45,18,10,313,24,15,4,36,9,6,22,1,28,18,7,25
"812",280,18,16,0,0,72,6,225,8,230,13,10,24,77,6,102,9,58,2,8,107,5,5,3,5,21,9,46,11,8,21,14,103,747,90,5,74,14,5,7,22,19,8,6,6,6,10,11,2,205,8,62,36,210,17,2,4,8,210,5,14,8,56,230,6,5,8,6,28,15,8,5,8,29,4,10,404,0,22,8,7,2,31,9,5,10,12,7,125,0,2,4,7,10,57,9,8,335,21,1,3,38,9,5,14,5,24,21,2,22
"813",326,20,27,6,0,69,22,182,1,204,8,3,18,83,0,88,0,59,13,19,135,5,9,2,1,14,6,40,9,15,29,3,87,759,116,3,77,7,5,10,18,8,16,8,3,7,1,22,4,194,3,55,41,204,21,4,15,6,189,9,2,1,42,199,6,7,13,14,24,17,4,4,17,31,4,1,462,10,10,7,16,2,40,8,1,10,10,8,137,12,5,5,5,14,39,9,3,347,5,12,3,36,3,6,16,9,18,18,6,14
"814",349,19,22,3,1,50,15,188,9,234,4,6,16,71,6,97,5,46,6,10,144,13,6,3,4,12,1,45,7,7,17,3,96,789,90,1,60,6,7,6,28,10,16,8,6,2,3,4,5,181,3,51,32,212,22,1,2,1,184,2,6,3,59,231,4,3,3,5,24,30,4,1,8,41,8,1,448,3,2,2,5,1,49,11,6,12,3,6,175,2,0,16,8,4,34,12,8,337,13,5,7,49,11,2,20,3,16,19,5,28
"815",339,33,25,2,5,54,5,254,4,226,15,1,11,76,3,91,1,62,11,7,115,5,1,11,3,13,3,42,12,13,28,1,72,734,99,3,79,6,2,9,25,12,6,15,1,4,2,5,1,157,3,70,35,197,15,2,9,6,195,0,11,3,52,261,4,0,6,9,27,20,19,4,20,36,4,3,412,2,15,5,13,6,28,7,6,4,4,3,153,9,3,1,7,33,29,12,8,356,18,9,9,49,7,5,16,3,17,6,4,26
"816",312,14,22,6,7,54,19,228,2,213,12,21,9,63,5,107,3,74,2,16,121,8,7,9,2,11,3,28,6,3,14,9,87,804,106,9,67,3,2,4,30,16,16,6,8,10,4,11,4,160,8,71,43,164,35,6,8,3,216,3,11,9,52,238,2,0,15,9,16,25,6,6,10,24,7,3,418,2,2,7,4,4,34,9,3,9,6,2,129,4,2,3,11,19,30,6,14,347,19,11,10,40,8,9,15,4,27,14,3,28
"817",275,24,24,8,7,60,19,220,1,236,11,10,19,78,5,117,4,55,7,22,97,9,3,6,2,20,2,37,12,11,30,11,88,749,106,6,87,9,4,8,26,9,21,1,5,5,3,10,6,187,4,39,32,188,16,9,2,6,255,4,16,5,68,215,6,4,2,2,15,22,11,9,9,38,13,2,404,1,6,5,13,1,42,15,8,15,4,4,138,16,3,3,5,20,42,13,11,313,10,8,5,34,8,7,17,6,18,17,11,13
"818",290,23,26,5,7,43,8,214,8,241,12,10,18,96,6,92,7,63,2,11,98,8,5,1,6,14,5,36,15,6,21,6,91,783,83,2,81,5,6,2,32,10,24,8,6,1,6,9,2,203,3,67,20,204,31,7,14,5,171,4,11,8,50,255,6,3,5,7,26,20,4,11,12,28,8,1,394,8,8,6,12,0,46,12,8,13,5,0,127,7,1,6,2,13,42,3,5,353,12,12,6,32,23,6,8,2,35,31,1,23
"819",322,17,20,1,1,50,9,212,5,220,5,18,25,64,5,110,7,67,2,13,105,9,8,10,10,16,3,30,14,10,35,8,105,778,103,5,76,3,2,7,36,13,5,7,2,5,3,7,6,168,5,51,39,209,17,7,17,3,197,0,14,1,44,226,14,9,9,5,27,35,10,9,5,21,12,4,430,4,3,3,10,3,38,13,6,6,7,7,151,8,3,11,8,21,31,7,3,346,11,5,8,21,2,1,14,8,20,19,6,14
"820",288,28,17,15,5,52,12,185,7,208,7,7,20,89,6,112,4,48,0,12,127,5,2,11,9,14,2,34,13,6,17,1,82,808,79,10,54,9,2,16,40,16,26,8,2,2,5,12,4,217,6,79,34,197,27,4,7,1,219,1,9,8,47,230,6,4,13,3,19,15,5,6,5,26,2,0,426,6,4,11,9,1,37,24,2,15,9,12,127,7,6,3,8,8,40,8,6,320,25,3,10,33,8,9,28,4,14,14,9,26
