"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"393",1,2,16,14,10,6,5,10,2,3,8,72,16,1,8,11,3,4,5,2316,7,8,11,0,18,29,26,7,12,7,15,2,184,6,0,73,1964,5,3,18,8,36,2,4,4,4,11,12,6,5
"394",1,6,32,5,12,4,4,8,5,4,9,46,11,2,3,18,5,3,4,2280,2,6,9,5,5,25,29,2,8,9,23,2,186,3,6,90,2030,10,2,15,6,34,0,6,0,2,6,7,6,4
"395",5,4,37,7,4,3,5,7,3,8,3,63,10,6,2,2,3,8,3,2295,2,11,13,1,1,35,29,6,10,5,18,6,185,8,2,94,1989,2,8,22,8,36,1,11,1,2,8,5,3,0
"396",4,3,25,15,7,6,4,3,3,2,3,71,17,3,3,3,2,5,6,2246,0,3,9,4,1,16,32,10,6,2,22,3,236,0,6,81,2015,4,2,28,7,42,1,7,4,3,11,4,3,7
"397",1,5,27,9,2,4,1,3,1,1,11,72,11,2,7,2,5,4,7,2294,5,6,14,3,8,32,30,2,11,3,18,2,220,3,2,90,1966,2,1,16,12,44,6,4,1,6,11,6,2,5
"398",1,5,18,3,12,0,4,1,1,4,8,84,9,7,6,6,3,2,4,2269,5,3,15,5,11,23,38,3,14,10,14,2,180,2,5,87,1987,2,7,24,8,74,1,3,7,2,13,5,3,0
"399",2,4,29,10,7,3,2,5,5,1,12,63,5,10,7,1,5,3,1,2330,5,2,9,3,2,40,28,3,19,4,23,6,200,1,8,101,1926,4,3,22,6,42,7,7,3,1,11,2,3,4
"400",3,5,28,17,13,8,11,7,2,3,3,93,17,12,8,7,3,5,4,2312,5,10,7,3,2,43,37,7,4,2,20,3,188,6,5,97,1871,4,1,28,4,40,3,4,2,5,11,13,10,4
"401",4,5,13,15,15,4,4,7,7,2,7,68,14,2,6,2,8,0,4,2320,5,7,14,0,4,38,37,4,7,8,41,0,195,4,0,77,1915,1,2,23,13,37,6,9,4,0,24,11,5,2
"402",1,9,25,14,4,6,4,4,1,2,13,63,11,5,8,4,3,1,0,2273,2,7,13,3,5,42,21,7,8,6,17,4,221,1,2,80,1986,2,2,19,12,50,1,8,6,4,13,4,2,1
"403",4,3,28,9,11,6,6,2,2,6,4,87,11,4,8,5,5,2,4,2299,7,3,10,3,4,33,28,5,4,8,12,2,232,1,3,84,1938,3,5,20,10,34,2,8,4,2,5,10,8,6
"404",1,2,33,16,10,2,8,7,1,3,6,82,11,2,9,7,4,5,1,2299,13,11,9,0,6,32,35,1,7,3,20,4,173,1,1,98,1941,6,1,22,5,56,3,5,0,4,14,12,6,2
"405",0,10,21,7,4,9,7,2,2,4,9,77,11,3,1,0,2,2,5,2282,5,3,10,5,7,25,32,7,6,4,22,5,230,0,3,65,1984,4,3,21,5,49,0,12,4,1,18,6,4,2
"406",6,8,26,15,11,5,5,9,3,6,4,73,12,8,3,4,0,5,6,2238,2,5,5,0,3,34,25,2,11,10,33,4,166,3,2,118,2019,2,1,16,7,51,1,8,3,2,6,5,6,3
"407",1,4,41,26,11,4,6,5,1,2,12,70,12,2,3,4,4,4,2,2295,6,5,10,2,2,30,31,1,9,4,18,3,222,4,0,89,1956,0,4,14,9,36,2,0,2,2,17,5,3,5
"408",2,7,26,15,5,2,3,5,8,5,19,71,23,7,8,4,5,5,3,2302,5,6,12,2,3,35,24,7,7,3,23,3,178,4,2,80,1966,3,1,14,8,34,8,14,3,6,12,4,6,2
"409",0,5,34,4,5,4,9,7,6,0,10,74,18,6,5,1,0,2,2,2248,2,5,17,4,3,27,31,0,5,4,22,6,179,8,7,102,2006,2,8,18,6,57,1,10,7,0,8,3,8,4
"410",0,4,22,8,8,4,10,4,2,0,5,78,21,1,8,2,2,3,4,2243,2,6,8,6,4,24,32,3,6,7,24,1,229,4,3,75,1999,4,2,14,10,44,0,13,8,3,13,10,9,8
"411",0,5,31,7,11,1,3,11,3,3,7,70,19,5,6,4,1,7,3,2228,3,6,12,0,7,35,37,3,6,5,10,2,221,4,4,102,2018,6,3,18,6,30,1,7,5,2,10,7,4,1
"412",0,1,22,18,9,2,4,3,6,5,11,75,8,6,10,5,8,5,4,2276,1,3,8,1,11,32,31,12,14,0,14,1,195,1,2,79,1995,2,4,15,11,38,6,13,3,5,10,9,3,3
"413",1,3,39,20,3,1,7,4,3,0,13,80,11,4,13,2,5,4,1,2206,1,8,18,5,3,40,58,4,12,8,45,4,211,6,7,104,1913,0,3,25,12,53,2,10,3,2,8,5,4,6
"414",2,6,34,16,9,2,7,9,3,4,4,73,10,11,4,3,6,1,3,2238,1,1,7,3,3,34,33,4,10,6,14,8,203,6,7,80,2001,3,8,35,12,43,3,5,9,0,6,3,5,2
"415",4,1,25,12,8,7,1,8,4,5,7,68,16,9,1,3,4,2,5,2235,3,1,7,1,1,40,20,5,18,4,13,10,207,3,3,80,2023,1,4,23,21,42,8,9,2,2,12,7,5,0
"416",5,2,18,17,11,3,10,9,8,3,11,67,9,4,4,4,10,5,0,2318,7,5,17,2,2,36,42,6,15,2,15,15,194,4,4,83,1922,3,0,11,10,41,0,10,4,2,6,9,10,5
"417",3,4,18,12,6,2,6,9,1,5,12,83,11,7,3,0,3,2,4,2323,7,4,14,4,4,19,23,7,11,9,11,19,183,0,1,95,1934,0,5,12,15,49,4,9,9,3,19,8,5,3
"418",3,6,28,9,10,5,1,6,1,2,6,55,16,8,6,1,3,2,1,2269,1,2,25,1,1,25,17,7,14,3,19,8,223,2,1,78,2007,3,6,16,8,51,0,7,3,6,10,8,6,4
"419",1,0,30,10,7,5,3,2,3,7,13,99,12,7,7,5,3,1,2,2302,0,5,15,3,3,29,27,2,10,11,41,4,210,3,2,70,1916,2,4,13,17,45,6,11,3,0,15,2,11,1
"420",5,4,43,5,11,4,10,3,2,4,9,86,14,7,6,3,13,4,2,2278,3,3,7,5,10,30,21,2,7,6,31,10,209,2,2,99,1938,3,6,11,7,42,1,3,7,3,4,12,2,1
"421",7,1,21,15,14,0,1,8,1,2,9,61,17,8,4,2,3,7,3,2307,5,3,6,4,6,27,26,3,9,5,24,6,225,5,8,85,1952,3,2,15,3,42,3,6,3,3,9,14,5,2
"422",1,11,49,8,10,1,4,3,1,1,15,87,19,1,3,1,4,3,5,2222,2,1,15,1,2,32,34,4,8,1,27,2,247,3,0,75,1940,5,3,23,13,59,5,14,3,6,9,2,13,2
"423",1,7,51,6,10,1,7,8,3,2,13,67,19,1,8,0,9,4,4,2268,3,10,8,1,5,26,36,2,10,16,25,2,165,3,1,96,2009,8,1,12,9,27,2,6,8,5,4,8,2,1
"424",0,7,34,14,18,1,8,3,3,1,17,68,26,5,4,2,7,4,0,2242,6,2,11,0,3,36,34,3,17,3,21,6,228,2,6,78,1955,4,3,7,16,50,6,10,5,2,6,5,8,3
"425",1,3,34,8,7,3,7,6,2,3,4,66,20,4,10,1,3,6,0,2235,1,3,6,2,6,35,36,3,18,8,19,3,181,2,2,112,1995,4,8,21,14,44,4,14,7,1,12,7,4,5
"426",8,8,24,11,9,3,11,2,1,2,4,97,16,11,8,4,11,4,2,2229,3,3,12,2,0,30,22,1,8,7,12,5,194,3,3,96,2019,1,5,11,15,39,6,8,6,2,20,0,0,2
"427",3,5,27,3,2,4,9,3,4,7,5,56,24,14,8,2,7,2,4,2304,5,5,12,2,4,33,38,4,9,7,18,8,219,2,6,92,1889,1,2,28,10,76,7,6,7,1,6,6,3,1
"428",1,9,21,6,13,6,9,11,0,2,6,88,14,3,3,3,10,3,7,2289,5,8,11,1,1,20,24,2,8,4,20,12,194,0,5,93,1965,2,2,19,8,38,5,11,2,5,10,8,5,8
"429",5,5,21,22,5,2,4,5,6,7,11,73,16,4,4,1,3,6,0,2291,1,10,27,2,7,31,34,3,12,5,21,2,213,4,1,87,1923,2,6,17,12,39,3,9,4,3,8,8,13,2
"430",1,5,30,12,5,1,6,5,5,3,4,73,5,3,7,2,3,4,3,2256,3,2,3,3,2,29,39,3,10,3,29,5,205,3,4,110,1988,12,5,13,18,26,7,4,5,2,18,12,4,0
"431",3,7,31,15,13,5,5,6,8,5,7,59,20,9,13,1,7,3,4,2191,0,5,5,0,1,30,22,3,5,4,26,6,193,3,4,108,2040,9,6,17,19,36,9,7,4,1,7,10,7,1
"432",4,7,35,15,9,9,3,4,3,3,5,65,14,5,4,1,7,4,3,2253,2,1,11,0,3,26,31,3,13,13,21,6,190,3,4,114,1966,5,4,23,9,51,5,9,3,3,3,19,5,1
"433",3,3,31,9,10,3,14,0,0,5,8,67,15,4,1,1,7,0,6,2323,3,5,6,11,5,23,29,8,4,12,16,2,186,2,0,107,1953,2,2,22,16,36,6,8,3,2,8,6,7,0
"434",2,2,27,7,10,4,2,2,2,2,9,60,8,1,5,3,6,4,3,2263,4,5,16,4,4,21,36,2,8,6,24,3,197,2,2,102,2019,3,7,12,6,44,0,15,4,0,16,9,6,1
"435",5,3,20,11,7,9,5,4,1,6,6,68,10,10,4,2,2,4,0,2231,5,3,11,5,4,27,31,4,12,2,30,10,181,0,4,85,2050,2,5,20,16,43,3,16,7,3,5,3,2,3
"436",2,9,29,7,10,1,4,7,2,4,6,67,17,4,9,0,5,4,4,2170,1,3,7,3,6,23,34,8,8,6,17,3,206,5,5,104,2071,2,5,25,9,42,3,12,3,2,10,9,6,1
"437",3,12,24,10,14,6,4,6,3,4,11,92,14,4,2,4,4,7,1,2258,1,1,11,2,7,31,39,5,8,4,31,8,202,2,7,87,1953,0,1,17,13,51,4,6,6,4,6,5,0,5
"438",2,3,24,13,5,1,2,3,3,1,14,68,13,11,4,4,4,3,2,2289,5,6,7,3,6,20,25,9,17,6,22,7,206,8,5,83,1958,2,6,30,8,50,3,16,0,0,10,4,3,6
"439",1,5,50,10,10,2,6,3,0,1,9,43,4,8,0,3,3,6,2,2301,3,19,9,3,1,33,37,4,17,4,33,6,170,2,5,97,1949,1,2,22,16,45,7,9,2,3,9,10,9,6
"440",4,2,30,14,7,2,9,3,5,6,4,102,10,8,7,3,1,2,2,2236,8,3,6,3,9,36,26,1,3,5,30,6,195,5,3,107,1964,1,6,12,8,54,6,5,8,1,12,6,13,1
"441",1,4,35,7,5,3,7,5,2,1,7,77,16,5,11,4,7,5,1,2258,3,6,9,0,5,43,23,1,6,2,25,3,183,1,7,101,2013,3,1,19,4,43,4,8,3,1,11,1,2,8
"442",1,5,30,8,5,4,10,4,6,7,4,79,16,6,5,4,3,2,3,2223,2,4,5,4,5,18,35,1,9,4,15,4,196,0,2,78,2073,11,4,15,16,43,1,1,1,1,3,14,7,3
"443",3,6,48,7,7,1,5,4,6,2,8,76,14,14,4,8,4,3,3,2316,3,2,9,0,1,24,41,8,10,5,18,8,207,1,1,99,1909,0,5,21,10,41,4,11,4,2,2,3,9,3
"444",3,5,34,13,8,0,4,8,3,1,10,81,10,2,2,2,5,5,1,2401,5,3,3,2,4,27,36,2,11,12,24,1,184,4,8,90,1866,0,3,15,9,50,2,7,4,1,4,11,12,2
"445",1,4,42,9,6,5,8,2,6,1,6,70,13,3,5,0,4,4,0,2286,4,9,15,3,6,39,25,6,9,1,31,1,206,5,5,67,1972,3,5,22,3,48,5,11,2,7,4,6,2,3
"446",2,8,23,12,5,2,5,1,5,1,9,60,20,7,7,0,7,6,1,2217,6,9,18,3,16,24,38,9,9,1,28,7,198,1,1,104,2003,1,6,21,5,34,7,7,8,2,15,10,10,1
"447",1,5,30,19,7,5,3,3,0,4,7,66,17,7,5,2,2,12,4,2257,1,2,7,3,4,40,31,6,8,9,21,3,196,5,5,98,1991,0,6,13,7,45,1,13,3,2,13,5,3,3
"448",2,2,15,13,10,0,6,6,2,3,4,67,14,3,12,2,11,4,3,2310,2,3,20,0,6,32,38,4,17,4,17,12,170,3,12,87,1956,4,5,28,14,39,1,11,1,2,12,6,4,1
"449",2,5,34,10,6,5,4,10,3,7,8,89,12,1,8,3,12,7,3,2326,3,8,11,0,3,30,26,3,8,4,29,11,192,2,4,103,1878,6,5,18,14,52,4,5,4,2,10,3,6,1
"450",3,5,23,10,7,1,8,7,6,2,12,71,21,4,8,3,5,1,0,2290,1,6,11,3,4,17,36,0,12,4,24,7,216,2,8,80,1965,2,1,23,7,57,0,9,0,2,8,4,4,0
"451",0,2,27,14,9,3,8,5,2,5,6,67,23,7,6,0,5,2,3,2233,3,2,11,0,3,35,33,5,12,6,21,7,187,4,9,91,2024,4,7,20,8,33,4,4,11,1,12,7,6,3
"452",5,5,28,2,7,0,6,8,2,7,9,51,18,6,11,2,2,0,1,2285,7,4,14,1,6,25,43,4,10,8,34,2,217,5,2,92,1972,1,2,15,9,41,3,1,3,6,9,2,7,0
"453",0,12,26,6,7,0,2,7,2,7,11,80,17,4,14,1,10,3,4,2257,1,3,10,2,11,31,45,3,6,6,31,0,204,2,1,86,1989,1,5,10,8,40,3,8,2,1,11,4,5,1
"454",2,1,28,17,6,2,7,8,7,0,6,70,11,3,5,0,6,5,0,2304,3,2,12,2,8,32,32,1,9,5,28,4,173,1,5,126,1956,1,1,12,6,53,5,4,0,2,10,11,5,3
"455",0,1,28,9,6,0,6,6,1,2,9,74,15,11,4,2,4,3,2,2268,5,5,12,6,4,28,37,7,11,8,39,2,188,11,3,93,1971,7,9,8,7,49,1,9,7,2,1,11,6,2
"456",2,1,39,4,9,4,7,8,9,6,5,55,11,4,13,7,2,8,2,2252,5,8,7,1,10,36,33,2,7,0,21,8,197,3,3,87,2015,2,3,20,6,41,1,10,2,1,7,10,2,4
"457",4,5,23,8,13,3,7,5,3,4,12,68,17,8,6,2,9,1,0,2332,4,1,14,1,3,33,33,5,10,2,22,5,218,1,7,75,1929,3,6,14,13,30,1,6,3,3,13,12,2,1
"458",1,3,25,12,13,1,3,13,8,4,7,83,11,2,3,1,7,1,1,2363,5,6,8,2,7,24,39,3,12,1,18,3,185,2,2,74,1951,6,2,10,16,35,2,1,1,0,7,7,5,4
"459",0,2,50,11,16,1,4,14,1,3,8,83,11,1,8,1,6,5,7,2185,6,5,7,2,9,31,25,4,11,5,11,9,233,3,0,82,2003,5,4,16,15,55,2,5,3,1,13,13,4,1
"460",2,8,28,9,17,0,2,2,1,3,5,65,18,10,5,1,1,2,1,2244,5,7,13,1,4,22,37,5,5,2,13,16,206,2,1,76,2043,5,3,23,6,35,8,13,3,0,8,12,1,1
"461",3,8,42,11,10,7,4,6,3,3,7,89,30,4,5,2,3,6,3,2275,1,5,11,2,5,27,31,6,17,4,30,5,192,3,10,85,1927,2,0,24,13,40,3,10,1,2,9,7,6,1
"462",2,4,31,14,10,6,6,2,2,0,3,71,20,2,5,2,1,6,1,2389,6,2,4,7,13,31,36,6,9,5,17,6,177,2,4,92,1903,0,3,15,9,39,5,3,4,3,9,8,3,2
"463",2,8,19,8,8,5,1,4,3,3,7,56,20,9,13,2,7,7,3,2367,1,10,9,0,3,27,35,4,7,4,26,4,195,2,3,86,1932,0,6,21,11,34,2,2,5,3,13,0,3,0
"464",2,4,36,18,7,1,8,13,4,0,4,86,17,10,9,6,10,1,1,2284,8,3,16,7,8,21,30,11,12,3,19,4,182,3,2,72,1920,8,4,31,10,63,1,11,5,7,6,5,6,1
"465",1,0,30,15,8,2,3,7,5,3,5,92,14,5,3,3,5,2,3,2307,7,4,6,4,8,37,22,2,8,5,24,6,182,5,4,97,1962,3,3,11,6,44,0,7,6,3,6,6,6,3
"466",4,9,17,10,6,8,13,11,4,3,10,86,15,4,6,2,8,3,2,2247,0,5,12,1,0,37,26,2,4,4,30,6,215,1,2,80,2000,2,0,20,13,40,2,6,2,2,6,4,6,4
"467",4,9,23,12,17,3,11,5,5,5,10,76,12,2,7,5,5,3,2,2221,1,6,9,0,6,31,27,1,13,4,21,0,258,6,3,102,1950,2,4,14,8,54,2,8,6,3,14,4,3,3
"468",1,4,21,14,8,2,14,9,5,10,11,88,17,3,8,0,8,6,2,2376,1,5,7,1,1,29,24,7,13,5,19,6,170,2,7,78,1910,5,4,9,9,44,3,6,2,2,8,12,4,0
"469",6,10,31,13,9,4,7,3,3,7,12,83,7,8,8,2,7,6,0,2312,9,8,10,2,5,35,30,2,12,5,18,8,177,3,1,114,1891,1,3,28,9,39,6,12,5,2,9,10,5,3
"470",2,9,25,7,10,1,3,6,5,3,9,74,6,1,8,4,7,3,0,2328,6,4,15,0,5,26,22,7,23,11,26,7,207,3,1,82,1913,5,3,17,5,53,5,6,2,6,8,8,12,1
"471",0,8,27,14,5,2,7,4,7,2,9,88,6,9,2,0,4,7,0,2273,6,2,8,6,6,35,23,2,5,10,26,3,179,0,5,102,1982,4,1,22,12,44,3,9,4,4,7,6,10,0
"472",5,11,32,5,11,1,8,7,9,3,7,85,8,4,4,3,12,3,2,2274,7,3,11,2,4,22,31,6,7,3,20,8,210,2,1,97,1953,3,9,17,17,37,0,3,2,3,12,12,4,0
"473",1,9,20,3,10,7,9,9,2,3,7,95,17,5,4,5,4,1,2,2197,8,8,12,4,4,19,45,5,8,4,22,13,197,1,5,82,2043,4,2,10,9,40,3,11,7,0,10,7,6,1
"474",3,3,27,7,7,2,8,2,5,2,8,82,17,4,1,0,8,4,1,2280,4,8,7,3,2,27,26,6,9,7,18,2,163,1,9,86,2039,2,2,19,0,42,7,7,6,2,14,7,2,2
"475",3,6,29,7,10,8,5,6,6,4,8,67,11,2,2,8,4,2,0,2332,7,8,8,3,2,43,22,5,1,1,22,3,231,4,3,76,1946,2,1,16,10,27,3,1,6,0,12,8,6,3
"476",7,7,36,13,6,8,7,11,5,8,4,56,19,3,1,3,8,15,2,2245,4,5,12,3,10,31,29,2,9,5,20,3,206,7,3,90,1968,1,1,17,13,37,5,14,7,1,13,5,7,8
"477",3,3,22,14,6,5,14,1,3,0,14,86,16,4,8,3,3,7,4,2242,4,3,10,0,3,20,23,2,16,0,31,2,206,0,5,99,1984,2,3,16,20,45,2,6,3,4,16,9,5,3
"478",1,9,31,6,9,1,2,8,3,5,12,91,18,5,13,4,5,8,2,2212,4,3,12,2,5,34,33,3,11,9,23,8,177,2,7,113,1999,4,4,19,5,40,5,6,4,1,6,8,8,0
"479",1,9,22,14,14,0,4,11,1,4,8,70,22,4,6,4,4,2,4,2275,4,5,6,1,8,22,26,15,6,6,42,1,182,1,12,92,1943,3,1,24,16,43,7,14,9,3,6,12,8,3
"480",1,4,27,13,16,0,7,7,3,5,11,83,19,7,6,2,3,3,3,2293,2,6,12,3,5,28,29,6,5,5,30,4,206,1,8,73,1925,6,1,27,15,51,0,9,3,2,7,7,6,5
"481",0,6,21,7,16,2,6,5,9,0,6,60,11,12,6,2,8,4,5,2250,4,3,11,3,2,50,38,3,10,6,32,6,182,2,1,84,1982,7,5,20,5,45,1,14,9,5,20,10,4,0
"482",0,0,29,6,11,4,6,4,2,4,10,50,34,11,9,5,2,2,7,2234,1,4,4,1,9,10,47,6,15,4,28,7,210,5,4,91,1996,6,3,22,9,44,4,6,1,4,9,15,1,4
"483",6,9,15,14,8,1,4,3,0,0,5,63,15,1,8,4,5,3,2,2362,5,7,9,2,4,27,28,2,7,2,15,0,187,3,1,105,1953,3,3,17,11,41,1,5,1,3,7,14,8,1
"484",11,7,26,16,5,5,4,5,4,3,7,71,21,5,5,5,4,6,0,2245,0,4,8,1,3,26,39,4,8,7,38,6,185,2,4,94,2013,2,1,17,8,36,8,8,4,1,6,10,2,0
"485",5,4,25,11,12,8,8,9,4,2,7,77,14,6,4,1,1,5,5,2207,3,6,5,4,1,38,33,4,17,3,25,4,211,2,5,90,2038,5,4,12,11,33,2,4,5,1,7,4,7,1
"486",2,3,47,10,3,1,4,2,3,3,10,66,24,9,7,2,5,3,6,2210,4,17,9,0,3,31,26,4,7,4,36,3,199,4,3,81,2008,5,6,20,12,46,0,7,11,2,12,7,10,3
"487",2,6,45,13,8,2,6,2,16,4,7,76,11,1,8,1,9,0,1,2262,10,6,5,3,5,27,42,5,7,5,22,3,181,4,5,87,1992,3,7,10,11,34,3,6,3,1,14,6,4,9
"488",2,5,53,12,9,7,10,5,0,7,5,74,8,5,11,2,4,5,1,2237,1,4,13,5,3,35,36,4,4,2,16,11,179,1,1,95,2021,1,3,7,9,41,3,12,5,4,3,13,4,2
"489",5,0,23,10,6,4,7,4,5,6,5,70,13,5,9,6,4,3,0,2306,3,4,15,7,8,27,36,4,13,4,28,5,211,3,5,80,1921,3,2,20,12,47,0,6,13,4,16,5,6,1
"490",0,8,26,10,14,0,5,4,10,4,12,65,8,9,5,5,7,4,2,2263,1,3,11,4,7,28,40,2,8,16,16,9,210,2,4,71,1984,1,6,22,13,35,5,11,1,2,12,4,3,8
"491",3,7,33,13,9,5,8,3,5,1,8,88,18,5,8,3,4,4,6,2280,4,3,10,2,8,57,39,10,14,8,17,3,177,6,2,91,1905,4,5,29,12,45,2,3,2,0,13,5,12,1
"492",1,5,21,11,11,3,5,5,6,4,7,72,16,1,11,3,5,3,0,2264,5,8,7,9,1,27,33,9,7,3,17,7,226,1,4,85,1965,7,1,17,8,43,2,12,3,1,8,12,7,11
"493",3,9,22,14,8,1,13,3,2,6,4,84,12,8,17,4,7,3,2,2242,5,5,7,7,4,23,21,7,10,3,12,8,190,1,6,110,2002,4,3,23,8,42,3,6,3,0,6,7,3,7
"494",1,7,24,9,13,2,10,8,7,4,11,82,9,7,6,3,2,11,0,2230,12,3,4,8,0,31,27,11,13,9,20,6,198,4,4,92,1992,2,3,18,7,39,1,6,5,8,13,10,7,1
"495",2,4,28,14,8,6,2,10,3,4,9,61,12,8,3,4,3,15,0,2276,12,1,19,0,5,28,21,1,12,1,25,13,189,3,8,71,2003,2,5,16,10,33,1,4,6,1,14,12,7,5
"496",2,5,21,9,18,5,2,3,3,2,4,57,11,3,8,1,4,5,2,2254,6,6,16,1,5,22,35,2,11,10,20,3,189,2,2,93,2038,3,7,19,7,37,2,9,2,1,13,13,6,1
"497",4,7,21,4,15,4,8,8,1,2,13,92,8,4,7,3,5,3,2,2338,6,17,9,2,8,36,29,3,8,4,6,2,173,3,8,104,1916,6,5,17,8,37,4,8,2,2,9,9,9,1
"498",1,7,32,8,14,5,4,3,5,2,12,89,7,3,8,6,6,4,2,2353,8,2,16,1,6,21,27,10,12,12,23,4,177,2,1,88,1920,3,0,15,7,40,4,5,3,2,10,6,3,1
"499",4,7,24,19,20,5,13,6,10,1,8,84,9,7,3,0,2,5,5,2279,3,7,12,1,3,37,26,3,12,5,18,11,186,5,4,98,1912,5,5,30,11,54,2,9,4,4,14,1,6,1
"500",3,4,30,9,7,3,1,3,0,6,7,45,19,8,1,1,2,4,6,2321,4,3,5,3,3,18,24,2,9,8,19,4,221,0,6,83,1980,1,7,19,5,54,4,9,7,2,6,9,5,0
"501",0,3,26,6,13,3,9,3,0,3,7,65,19,9,2,1,4,8,1,2326,10,2,16,2,3,36,24,7,13,1,32,5,180,2,8,104,1933,9,5,17,8,32,3,4,8,0,4,20,1,3
"502",0,4,33,5,6,3,4,2,8,5,23,72,15,6,5,5,9,7,2,2290,6,4,6,2,1,29,23,4,13,2,27,5,189,4,7,88,1970,1,5,22,11,46,3,2,4,4,5,6,5,2
"503",5,6,33,12,5,2,2,4,4,2,10,48,19,8,11,4,0,5,0,2255,5,3,20,3,0,29,24,5,7,6,15,3,200,3,2,84,2054,3,1,21,7,35,7,8,3,0,4,3,5,5
"504",0,2,32,13,8,4,11,3,4,4,6,93,9,3,6,3,6,5,1,2229,3,3,9,4,8,41,18,1,15,6,21,2,173,5,3,98,2018,7,0,18,16,52,2,7,2,4,9,5,5,3
"505",1,6,30,8,4,5,4,3,5,3,4,70,15,6,2,3,7,4,4,2276,1,2,12,2,5,39,25,0,17,11,24,6,196,6,2,94,1957,5,2,17,13,47,5,7,7,7,11,7,8,5
"506",6,3,32,9,12,7,2,8,5,2,5,73,13,5,7,1,8,5,4,2394,3,7,2,2,8,17,35,4,10,2,17,4,155,4,3,88,1932,5,5,10,5,41,1,5,10,2,13,5,4,0
"507",2,1,28,10,7,2,8,14,2,7,13,74,3,4,7,10,6,2,1,2305,1,3,6,0,4,38,24,5,6,5,20,5,210,4,11,76,1949,2,7,18,7,45,4,2,6,4,6,12,11,3
"508",1,5,32,11,10,1,4,4,5,1,13,91,9,5,5,1,7,4,7,2248,3,2,17,5,2,21,26,6,12,5,23,1,218,2,3,88,1999,1,3,20,8,37,0,9,3,0,8,6,5,3
"509",1,3,34,14,13,4,4,7,0,3,6,73,14,5,2,2,9,4,3,2285,1,4,13,3,4,22,19,9,4,8,31,3,177,7,1,78,2002,2,2,17,17,36,2,8,4,3,12,7,16,2
"510",7,3,29,8,7,5,4,10,4,2,7,79,11,5,3,2,7,5,3,2307,3,5,21,3,2,34,26,5,5,7,24,3,190,4,4,76,1940,5,17,17,6,43,1,8,8,1,17,7,4,6
"511",1,3,28,14,8,4,3,6,1,4,3,61,18,5,2,0,3,8,0,2210,3,3,8,2,4,50,33,3,4,5,33,1,204,2,2,97,2033,3,6,12,16,48,1,11,4,2,16,4,4,4
"512",4,6,50,9,7,7,3,6,5,11,5,86,13,5,6,0,3,2,2,2293,5,3,3,1,4,27,24,6,14,4,23,1,192,5,5,87,1960,3,2,15,13,46,0,9,2,6,7,3,7,0
"513",2,4,32,13,8,4,4,4,3,0,11,68,9,6,3,6,7,4,3,2301,2,3,9,3,5,19,46,1,7,0,19,1,180,12,3,111,1978,4,3,11,9,31,3,11,3,1,13,12,8,0
"514",2,3,38,3,7,8,7,6,2,2,12,77,17,0,1,3,6,2,1,2343,4,3,12,2,4,34,39,4,8,7,23,7,189,3,3,87,1933,3,1,12,4,31,1,20,3,3,9,8,2,1
"515",4,6,38,15,9,3,4,3,2,1,4,58,12,5,7,3,5,6,1,2294,2,6,7,2,4,30,34,6,6,9,24,3,193,2,7,65,2000,10,4,24,6,35,4,8,0,4,15,6,1,3
"516",1,1,28,10,4,8,10,6,2,3,6,87,12,9,9,0,8,4,4,2214,1,5,17,3,1,25,30,1,4,5,21,6,212,2,1,93,2014,2,1,22,16,48,1,8,5,5,7,12,4,2
"517",2,3,25,17,5,2,5,7,5,2,9,65,23,11,7,3,3,7,9,2302,1,8,18,1,3,20,38,10,4,2,31,6,175,1,4,61,1989,6,4,18,10,36,3,6,3,4,6,11,9,0
"518",2,3,26,9,8,2,7,9,2,4,9,72,16,12,1,3,12,2,0,2283,0,6,10,3,9,30,27,2,12,7,25,0,182,4,1,68,1987,3,2,11,13,61,0,16,6,4,15,9,3,2
"519",4,4,24,6,7,4,4,5,2,4,12,84,11,5,3,0,3,5,1,2315,5,3,4,1,3,35,29,4,18,11,26,6,202,1,10,110,1910,0,4,16,7,40,1,5,0,3,13,13,11,6
"520",2,5,40,8,3,4,5,3,0,5,9,86,11,2,6,3,9,12,4,2349,4,2,9,2,8,16,31,3,8,5,30,11,181,4,5,87,1902,9,2,20,10,36,4,10,4,10,9,6,1,5
"521",0,2,37,12,6,1,9,3,2,4,7,70,19,6,3,2,10,3,3,2340,1,1,13,0,4,23,32,6,8,3,20,8,221,1,4,100,1906,2,6,13,11,27,3,5,5,0,19,12,5,2
"522",3,12,27,4,5,3,7,11,3,3,10,79,7,5,6,4,4,5,1,2258,7,14,14,1,2,29,29,7,4,6,25,3,204,6,3,90,1990,5,2,21,6,34,4,5,4,3,10,10,0,5
"523",8,6,36,13,8,1,10,5,8,9,10,75,12,3,5,1,5,5,0,2319,10,6,9,4,2,29,30,4,7,3,13,1,176,1,9,85,1969,1,2,10,8,48,4,6,6,1,3,4,3,7
